Date,Symbols,Close,High,Low,Open,Volume
2022-04-26,AAPL,156.8,162.34,156.72,162.25,95623240
2022-04-26,AMGN,249.87,252.9999,249.72,250.3,3305977
2022-04-26,AXP,178.65,183.91,178.54,183.25,3728056
2022-04-26,BA,167.04,174.87,166.85,174.76,9277309
2022-04-26,CAT,210.3,218.2,209.35,216.13,4176665
2022-04-26,CRM,170.08,173.72,167.55,172.62,8073280
2022-04-26,CSCO,50.9,51.94,50.87,51.875,19238344
2022-04-26,CVX,156.53,160.37,156.39,158.82,9810595
2022-04-26,DIS,115.77,119.15,115.64,119.15,16116022
2022-04-26,GE,80.59,85.23,78.41,84.95,28754882
2022-04-26,GS,313.12,321.6,312.8,317.95,2791654
2022-04-26,HD,299.96,307.56,299.72,302.25,3415244
2022-04-26,HON,187.67,190.855,187.57,189.51,2848994
2022-04-26,IBM,136.19,139.87,136.17,139.0,4956236
2022-04-26,INTC,45.52,46.84,45.51,46.69,35356573
2022-04-26,JNJ,184.68,186.57,184.1808,185.1,10190017
2022-04-26,JPM,123.02,126.41,122.87,124.64,17209535
2022-04-26,KO,65.05,66.367,65.04,65.52,21982605
2022-04-26,MCD,248.58,252.41,248.33,250.13,2948548
2022-04-26,MMM,144.22,146.98,142.87,145.41,4840383
2022-04-26,MRK,84.48,86.195,84.39,85.76,9009648
2022-04-26,MSFT,270.22,278.3599,270.0,277.5,46518445
2022-04-26,NKE,120.52,127.59,120.48,126.95,7977916
2022-04-26,PG,159.79,163.64,159.75,162.68,7769465
2022-04-26,TRV,172.66,175.792,172.59,173.83,1807138
2022-04-26,UNH,513.78,526.26,513.51,524.24,2895496
2022-04-26,V,201.1,208.56,201.1,206.98,8155285
2022-04-26,VZ,49.41,50.65,49.37,50.26,29507712
2022-04-26,WBA,44.87,45.905,44.86,45.1,6051115
2022-04-26,WMT,155.3,158.13,155.2,156.37,6533677
2022-04-25,AAPL,162.88,163.17,158.46,161.12,96046376
2022-04-25,AMGN,252.17,252.65,247.91,251.01,2271002
2022-04-25,AXP,184.1,184.26,177.99,179.98,4408872
2022-04-25,BA,175.91,176.08,172.45,174.51,6293100
2022-04-25,CAT,216.7,217.0,209.57,215.31,4145466
2022-04-25,CRM,174.57,174.76,169.2278,169.69,7988936
2022-04-25,CSCO,51.94,51.98,50.54,51.45,18677038
2022-04-25,CVX,157.49,158.36,151.36,155.73,15449845
2022-04-25,DIS,119.95,120.33,116.75,117.66,16490965
2022-04-25,GE,89.88,90.0,86.575,88.5,6903402
2022-04-25,GS,321.42,322.16,312.74,316.38,3093646
2022-04-25,HD,304.94,305.16,296.27,300.0,4396905
2022-04-25,HON,191.82,191.9,187.33,190.33,2397533
2022-04-25,IBM,139.1,139.65,135.19,137.59,5748289
2022-04-25,INTC,47.06,47.14,46.18,46.21,35999251
2022-04-25,JNJ,186.01,186.69,182.1,182.34,11176501
2022-04-25,JPM,126.77,127.115,123.11,126.01,17149031
2022-04-25,KO,65.94,67.2,64.78,67.0,25082000
2022-04-25,MCD,252.88,253.13,247.93,249.45,2522972
2022-04-25,MMM,148.6,149.03,145.88,148.71,3432186
2022-04-25,MRK,85.44,85.81,83.53,84.59,10573426
2022-04-25,MSFT,280.72,281.11,270.77,273.29,35678852
2022-04-25,NKE,127.94,128.94,124.85,127.8,6512514
2022-04-25,PG,162.55,163.29,159.8,161.7,6986760
2022-04-25,TRV,174.44,174.94,170.63,172.45,1502559
2022-04-25,UNH,524.27,526.26,511.73,520.4,3030378
2022-04-25,V,209.95,210.5312,205.33,206.35,6839415
2022-04-25,VZ,50.28,51.44,49.54,51.34,46028356
2022-04-25,WBA,45.39,45.495,44.165,45.22,6572678
2022-04-25,WMT,156.94,157.47,154.35,156.37,6019179
2022-04-22,AAPL,161.79,167.8699,161.5,166.46,84882424
2022-04-22,AMGN,250.35,255.9,250.06,254.1,2617802
2022-04-22,AXP,180.54,185.55,180.32,185.43,4373711
2022-04-22,BA,176.92,182.67,176.5,180.78,6372406
2022-04-22,CAT,216.3,229.79,215.6,228.4,5053696
2022-04-22,CRM,171.43,179.05,171.1,177.7,8843906
2022-04-22,CSCO,51.36,52.96,51.29,52.92,17692980
2022-04-22,CVX,160.95,165.47,160.86,164.38,12160115
2022-04-22,DIS,118.27,121.89,118.15,120.01,19472838
2022-04-22,GE,89.07,91.3,88.98,90.89,4963950
2022-04-22,GS,319.77,332.5,319.47,332.31,3125194
2022-04-22,HD,300.11,309.82,299.78,309.82,4043169
2022-04-22,HON,190.63,194.62,190.35,194.6,3040800
2022-04-22,IBM,138.25,140.4399,137.35,139.7,6508599
2022-04-22,INTC,46.54,47.65,46.5,47.45,28219860
2022-04-22,JNJ,181.54,183.15,181.38,182.47,8003593
2022-04-22,JPM,126.81,130.52,126.6879,130.28,14318842
2022-04-22,KO,65.25,66.34,65.18,66.08,14902199
2022-04-22,MCD,250.17,255.0,249.94,255.0,2643584
2022-04-22,MMM,149.17,150.99,148.235,150.8,3157404
2022-04-22,MRK,84.59,86.14,84.5,85.86,7913957
2022-04-22,MSFT,274.03,283.2,273.38,281.68,29405798
2022-04-22,NKE,129.07,134.93,128.71,134.33,7321718
2022-04-22,PG,161.25,163.52,160.91,163.24,9394646
2022-04-22,TRV,173.11,175.75,172.91,175.75,1541449
2022-04-22,UNH,520.94,533.35,520.185,532.06,3453260
2022-04-22,V,208.17,216.56,207.95,216.24,6201091
2022-04-22,VZ,51.91,53.54,51.46,53.44,44958419
2022-04-22,WBA,45.54,46.8,45.5,46.62,5956532
2022-04-22,WMT,156.86,160.36,156.66,160.25,7015439
2022-04-21,AAPL,166.42,171.53,165.91,168.91,87227768
2022-04-21,AMGN,255.46,258.39,254.95,256.41,2117452
2022-04-21,AXP,185.74,192.42,184.5801,190.94,3973185
2022-04-21,BA,181.02,189.85,180.55,188.73,7446130
2022-04-21,CAT,231.46,236.76,230.54,236.11,3588556
2022-04-21,CRM,177.23,190.17,176.74,188.78,9119512
2022-04-21,CSCO,52.78,53.83,52.73,53.34,17147255
2022-04-21,CVX,164.58,172.44,163.83,171.74,14594792
2022-04-21,DIS,121.66,126.45,121.28,125.54,18688636
2022-04-21,GE,91.72,93.78,91.43,92.95,4501483
2022-04-21,GS,334.3,347.35,333.36,344.33,3097791
2022-04-21,HD,310.36,318.4,309.74,317.0,3014188
2022-04-21,HON,195.94,200.59,195.46,197.96,2418313
2022-04-21,IBM,139.85,141.88,137.35,138.23,9922349
2022-04-21,INTC,47.5,48.9,47.4,48.62,27316886
2022-04-21,JNJ,183.36,184.87,182.56,183.93,6969405
2022-04-21,JPM,130.56,132.81,129.96,132.22,12174182
2022-04-21,KO,66.21,67.0,65.72,65.98,15120412
2022-04-21,MCD,255.25,259.605,254.88,257.65,2477103
2022-04-21,MMM,151.77,153.1,151.31,151.98,2337396
2022-04-21,MRK,86.23,87.225,85.39,86.41,8562645
2022-04-21,MSFT,280.81,293.3,280.06,288.58,29454587
2022-04-21,NKE,135.46,139.14,135.08,138.55,6562404
2022-04-21,PG,162.61,164.9,162.43,163.82,9365701
2022-04-21,TRV,176.26,179.77,175.96,179.38,1846797
2022-04-21,UNH,537.44,548.0,536.03,545.5,2539864
2022-04-21,V,216.45,223.92,215.35,219.51,8850268
2022-04-21,VZ,55.01,55.51,54.47,54.61,32821141
2022-04-21,WBA,46.81,47.275,46.225,46.72,7106024
2022-04-21,WMT,159.87,160.77,159.07,159.92,6056100
2022-04-20,AAPL,167.23,168.88,166.1,168.76,67929814
2022-04-20,AMGN,255.38,256.895,253.5,254.07,1888124
2022-04-20,AXP,188.46,190.15,187.64,188.33,2256223
2022-04-20,BA,183.55,187.34,182.86,187.24,6824287
2022-04-20,CAT,233.96,235.24,231.47,232.44,2921622
2022-04-20,CRM,186.23,193.3,186.08,192.89,6015364
2022-04-20,CSCO,53.02,53.67,52.15,52.22,19526243
2022-04-20,CVX,172.53,173.58,171.4632,171.62,7494950
2022-04-20,DIS,124.57,127.35,124.1104,126.05,36465676
2022-04-20,GE,91.4,93.11,91.25,92.5,4002531
2022-04-20,GS,341.06,344.9,337.5,338.1,3040082
2022-04-20,HD,315.14,316.1,309.75,311.0,4720754
2022-04-20,HON,196.34,199.5,196.01,198.18,2622963
2022-04-20,IBM,138.32,139.56,133.38,135.0,17859155
2022-04-20,INTC,48.11,48.75,47.975,48.36,22787142
2022-04-20,JNJ,183.89,184.32,181.9,182.24,8044908
2022-04-20,JPM,131.58,133.51,131.34,132.52,13430189
2022-04-20,KO,65.96,66.24,65.4,65.44,14827073
2022-04-20,MCD,255.85,257.79,254.82,256.0,2278773
2022-04-20,MMM,150.59,152.5,150.53,150.81,1979993
2022-04-20,MRK,86.46,86.82,85.48,85.52,8719368
2022-04-20,MSFT,286.36,289.7,285.3702,289.4,22906667
2022-04-20,NKE,135.87,138.65,135.66,137.96,5309660
2022-04-20,PG,162.74,163.56,159.11,159.6,10253328
2022-04-20,TRV,177.71,177.99,174.17,176.9,2340253
2022-04-20,UNH,546.01,548.36,539.0,542.14,2986435
2022-04-20,V,217.79,220.8187,217.39,218.66,7178476
2022-04-20,VZ,54.41,54.49,53.7,53.76,19563375
2022-04-20,WBA,46.54,46.75,45.79,45.86,5661620
2022-04-20,WMT,159.63,160.35,158.295,158.35,6607171
2022-04-19,AAPL,167.4,167.82,163.91,165.02,67723833
2022-04-19,AMGN,253.37,255.73,250.35,252.49,2355130
2022-04-19,AXP,187.17,188.0876,184.71,185.01,2713778
2022-04-19,BA,185.98,187.61,180.28,180.36,7485607
2022-04-19,CAT,231.05,231.83,226.48,229.15,2702264
2022-04-19,CRM,191.39,192.2,185.52,187.24,6120405
2022-04-19,CSCO,51.83,51.935,50.92,51.0,15490875
2022-04-19,CVX,171.83,173.685,171.03,173.08,6970194
2022-04-19,DIS,131.9,133.19,127.79,128.09,12767220
2022-04-19,GE,91.9,92.26,90.8,90.8,4607073
2022-04-19,GS,335.95,337.2,330.47,330.47,2774844
2022-04-19,HD,307.8,308.13,299.81,300.61,3389701
2022-04-19,HON,197.2,197.36,192.57,193.07,3340660
2022-04-19,IBM,129.15,129.4,126.0,126.08,7971361
2022-04-19,INTC,47.93,48.0,46.34,46.6,31483102
2022-04-19,JNJ,183.08,185.94,179.95,180.72,14380839
2022-04-19,JPM,131.12,131.32,128.23,128.45,15015448
2022-04-19,KO,65.07,65.25,64.44,64.5,11993775
2022-04-19,MCD,255.4,255.955,250.04,250.04,2324504
2022-04-19,MMM,150.1,150.59,146.85,146.85,2296031
2022-04-19,MRK,85.79,86.09,85.12,85.97,8494733
2022-04-19,MSFT,285.3,286.17,278.41,279.38,22297720
2022-04-19,NKE,137.05,137.48,132.78,133.09,7346067
2022-04-19,PG,158.52,159.14,155.43,155.9,7941353
2022-04-19,TRV,176.16,183.5194,174.51,182.1,2750303
2022-04-19,UNH,537.7,542.48,535.24,535.89,2207570
2022-04-19,V,215.7,216.51,212.44,213.1,5028806
2022-04-19,VZ,53.75,53.905,53.46,53.58,12890021
2022-04-19,WBA,45.6,45.66,44.66,44.69,5328181
2022-04-19,WMT,157.65,157.95,156.04,156.67,5284973
2022-04-18,AAPL,165.07,166.5984,163.57,163.92,69023941
2022-04-18,AMGN,251.93,255.39,251.15,252.49,3615479
2022-04-18,AXP,184.48,185.89,181.0,181.33,2182651
2022-04-18,BA,179.85,182.46,178.55,181.45,5042585
2022-04-18,CAT,228.82,233.26,226.91,226.91,3661457
2022-04-18,CRM,187.01,189.35,185.53,188.3,4899472
2022-04-18,CSCO,51.11,51.56,50.8,50.88,13990703
2022-04-18,CVX,173.89,174.54,171.87,173.0,7639045
2022-04-18,DIS,127.77,130.22,126.82,130.07,10571011
2022-04-18,GE,90.4,91.5,89.9,90.97,3919950
2022-04-18,GS,329.88,332.66,320.65,320.65,3653413
2022-04-18,HD,300.21,306.29,298.72,303.0,3192413
2022-04-18,HON,192.07,195.88,191.135,194.29,1957966
2022-04-18,IBM,126.17,127.3899,125.53,126.6,4884150
2022-04-18,INTC,46.64,46.89,45.52,45.53,25593058
2022-04-18,JNJ,177.66,180.39,176.74,179.73,6318656
2022-04-18,JPM,128.46,129.24,125.54,125.67,11834444
2022-04-18,KO,64.44,65.18,64.18,64.77,11679372
2022-04-18,MCD,251.06,252.49,249.13,249.63,1426617
2022-04-18,MMM,146.18,148.33,145.75,147.45,1775838
2022-04-18,MRK,86.07,87.4502,85.68,86.42,7995077
2022-04-18,MSFT,280.52,282.46,278.34,278.91,20778000
2022-04-18,NKE,131.63,133.3899,130.31,132.0,5298195
2022-04-18,PG,156.18,158.09,155.66,157.6,6068361
2022-04-18,TRV,185.22,186.08,184.25,184.65,1351629
2022-04-18,UNH,534.08,541.0,530.38,537.9,2087301
2022-04-18,V,213.17,215.8319,211.52,211.67,4744430
2022-04-18,VZ,53.39,54.28,53.22,53.76,14394308
2022-04-18,WBA,44.5,44.97,44.305,44.71,3679131
2022-04-18,WMT,155.88,157.98,155.21,156.75,4890605
2022-04-14,AAPL,165.29,171.27,165.04,170.62,75329376
2022-04-14,AMGN,254.02,257.57,253.65,254.4,2861783
2022-04-14,AXP,181.16,182.47,178.68,179.27,2667102
2022-04-14,BA,181.94,185.54,181.64,182.75,5144620
2022-04-14,CAT,226.72,228.12,217.57,218.86,5363491
2022-04-14,CRM,189.41,196.45,189.22,196.32,5126676
2022-04-14,CSCO,51.17,52.38,51.1207,52.08,18024830
2022-04-14,CVX,171.59,172.94,170.56,170.69,9421052
2022-04-14,DIS,130.47,133.59,130.35,132.81,7283466
2022-04-14,GE,90.83,92.15,90.63,91.04,3829369
2022-04-14,GS,321.64,333.03,319.0305,328.47,5460927
2022-04-14,HD,304.52,312.25,304.33,310.83,4569196
2022-04-14,HON,195.19,196.7,194.91,195.17,4275787
2022-04-14,IBM,126.56,130.58,126.38,128.93,6384180
2022-04-14,INTC,45.67,46.75,45.62,46.745,36181843
2022-04-14,JNJ,179.9,181.4,179.73,180.0,6188193
2022-04-14,JPM,126.12,128.3,125.02,126.5,18835190
2022-04-14,KO,65.02,65.57,64.82,64.96,16388429
2022-04-14,MCD,250.51,253.73,250.43,251.33,2105884
2022-04-14,MMM,147.38,149.59,147.205,148.645,2331068
2022-04-14,MRK,86.91,87.51,85.41,86.13,22096120
2022-04-14,MSFT,279.83,288.305,279.32,288.09,28221607
2022-04-14,NKE,133.46,134.38,128.891,129.08,12811274
2022-04-14,PG,157.69,159.41,157.57,159.09,7850248
2022-04-14,TRV,184.24,185.01,183.45,183.79,992122
2022-04-14,UNH,534.82,553.29,534.07,538.5,4211268
2022-04-14,V,212.79,215.95,212.53,214.27,8191575
2022-04-14,VZ,53.83,54.19,53.78,54.0,16915086
2022-04-14,WBA,44.81,45.425,44.62,44.66,5289740
2022-04-14,WMT,157.08,158.29,156.43,157.11,7453493
2022-04-13,AAPL,170.4,171.04,166.77,167.39,70618925
2022-04-13,AMGN,253.51,253.965,249.77,251.14,2402811
2022-04-13,AXP,179.59,180.02,174.0,174.23,2980783
2022-04-13,BA,182.87,183.46,176.96,176.96,7399856
2022-04-13,CAT,217.23,218.63,215.37,215.89,1908140
2022-04-13,CRM,195.72,197.1,189.32,191.985,8733017
2022-04-13,CSCO,52.15,52.36,51.405,51.84,17004593
2022-04-13,CVX,171.67,172.08,168.29,170.93,7330690
2022-04-13,DIS,132.35,132.89,130.75,131.05,7694467
2022-04-13,GE,90.75,91.45,89.99,90.16,3963801
2022-04-13,GS,321.97,322.63,314.72,315.8,3022923
2022-04-13,HD,310.42,311.7,305.72,306.11,3185296
2022-04-13,HON,194.85,195.01,191.32,191.83,2391299
2022-04-13,IBM,126.14,126.67,124.91,125.64,3064918
2022-04-13,INTC,47.01,47.2687,46.55,46.75,22171270
2022-04-13,JNJ,180.66,180.84,179.24,179.9,5643118
2022-04-13,JPM,127.3,129.25,126.01,126.94,30838027
2022-04-13,KO,64.73,64.87,64.23,64.44,11882991
2022-04-13,MCD,251.33,251.66,249.02,249.36,2133851
2022-04-13,MMM,148.66,149.17,147.57,148.52,1992148
2022-04-13,MRK,86.13,86.24,84.83,85.8,12743810
2022-04-13,MSFT,287.62,288.58,281.3,282.73,21907176
2022-04-13,NKE,127.49,127.86,125.04,125.04,5119330
2022-04-13,PG,158.57,159.52,157.82,158.19,5277163
2022-04-13,TRV,183.71,185.91,181.71,184.82,847338
2022-04-13,UNH,537.0,538.28,528.6234,533.32,3011998
2022-04-13,V,213.27,213.85,207.171,210.43,8052883
2022-04-13,VZ,54.14,54.37,53.59,53.59,19797976
2022-04-13,WBA,44.6,47.11,44.06,44.42,12014101
2022-04-13,WMT,157.22,157.79,153.35,153.45,9761532
2022-04-12,AAPL,167.66,169.87,166.64,168.02,79265181
2022-04-12,AMGN,250.04,252.55,246.77,250.97,2261166
2022-04-12,AXP,175.54,179.25,174.7101,176.57,4348860
2022-04-12,BA,176.28,178.5,174.53,175.5,6125106
2022-04-12,CAT,215.67,218.43,213.95,214.42,2520329
2022-04-12,CRM,194.81,201.12,194.58,199.75,4832184
2022-04-12,CSCO,51.82,52.9501,51.48,51.7,25254235
2022-04-12,CVX,169.01,172.68,168.15,168.97,9528372
2022-04-12,DIS,130.84,133.21,130.1528,131.81,7885640
2022-04-12,GE,90.0,91.34,89.3,90.0,4510838
2022-04-12,GS,319.78,327.12,318.01,321.68,2365242
2022-04-12,HD,306.29,313.285,305.1,309.44,4122551
2022-04-12,HON,190.99,192.89,190.0,190.9,3098751
2022-04-12,IBM,125.98,127.34,125.5835,126.42,2690998
2022-04-12,INTC,46.5,47.91,46.41,47.32,29861379
2022-04-12,JNJ,179.9,180.81,178.2,179.2,5957536
2022-04-12,JPM,131.54,134.58,130.7,132.14,12989862
2022-04-12,KO,64.56,64.805,63.89,64.38,18089907
2022-04-12,MCD,249.17,252.29,248.8,250.73,2725083
2022-04-12,MMM,148.58,151.53,148.09,151.34,2613072
2022-04-12,MRK,85.63,86.545,85.22,86.0,12542962
2022-04-12,MSFT,282.06,290.739,280.49,289.235,30966721
2022-04-12,NKE,125.04,128.1,124.34,125.2,5146790
2022-04-12,PG,158.12,159.73,157.81,158.42,7261994
2022-04-12,TRV,184.94,187.02,184.41,184.55,1116674
2022-04-12,UNH,533.71,540.725,530.78,535.41,3575727
2022-04-12,V,211.4,216.99,210.7,216.5,7446590
2022-04-12,VZ,53.67,54.05,53.4222,53.87,21136405
2022-04-12,WBA,44.23,44.965,44.05,44.54,5168235
2022-04-12,WMT,153.23,155.4,152.55,154.24,8920400
2022-04-11,AAPL,165.75,169.03,165.5,168.71,72246706
2022-04-11,AMGN,250.87,258.45,250.15,253.6,2975429
2022-04-11,AXP,177.57,182.44,177.25,181.06,4816967
2022-04-11,BA,175.03,179.67,173.4,173.84,6001124
2022-04-11,CAT,215.02,217.72,214.72,215.99,2506647
2022-04-11,CRM,195.45,197.1,192.16,194.21,5173760
2022-04-11,CSCO,52.88,53.95,52.785,53.92,20992057
2022-04-11,CVX,165.56,168.78,164.9101,168.57,10206072
2022-04-11,DIS,130.65,132.43,130.04,130.04,9915280
2022-04-11,GE,89.67,91.585,89.03,89.54,5392309
2022-04-11,GS,320.76,328.9,319.03,320.61,2747725
2022-04-11,HD,306.72,314.17,305.93,307.81,4100561
2022-04-11,HON,189.27,191.25,188.73,190.27,2700765
2022-04-11,IBM,126.37,128.175,126.18,127.95,3202545
2022-04-11,INTC,46.57,47.295,46.53,46.9,30352478
2022-04-11,JNJ,179.84,184.2,179.6,183.0,5932040
2022-04-11,JPM,133.0,134.9,132.57,133.0,10466429
2022-04-11,KO,63.81,64.3,63.635,63.905,12720105
2022-04-11,MCD,250.45,252.938,249.93,251.25,2326660
2022-04-11,MMM,150.12,152.22,149.96,150.45,2478764
2022-04-11,MRK,86.63,89.48,86.18,88.32,14380985
2022-04-11,MSFT,285.26,292.61,285.0,291.79,34569264
2022-04-11,NKE,124.98,126.8741,124.32,125.1,6365432
2022-04-11,PG,158.6,160.31,157.75,159.06,6192910
2022-04-11,TRV,185.64,187.59,185.28,185.92,1219475
2022-04-11,UNH,537.44,547.61,536.64,543.6,3573972
2022-04-11,V,214.75,217.3,213.41,215.25,6942735
2022-04-11,VZ,53.9,54.7,53.71,53.87,33614948
2022-04-11,WBA,44.43,46.265,44.34,45.49,7698530
2022-04-11,WMT,154.29,158.24,153.63,156.97,8237585
2022-04-08,AAPL,170.09,171.78,169.2,171.78,76575508
2022-04-08,AMGN,252.02,253.885,250.54,251.53,2745806
2022-04-08,AXP,183.7,186.72,181.93,183.0,3075707
2022-04-08,BA,175.2,178.13,174.24,176.54,6524064
2022-04-08,CAT,215.99,216.84,213.01,214.76,2462002
2022-04-08,CRM,197.17,200.14,196.62,198.64,3897664
2022-04-08,CSCO,54.28,54.91,54.01,54.84,18148381
2022-04-08,CVX,169.93,171.095,167.02,167.05,10801182
2022-04-08,DIS,131.87,133.12,130.63,132.0,6701966
2022-04-08,GE,89.74,90.27,88.62,89.49,4017239
2022-04-08,GS,321.39,323.679,313.0,313.58,3294183
2022-04-08,HD,311.11,312.29,301.28,301.46,5741921
2022-04-08,HON,190.16,193.3859,189.81,193.0,2877835
2022-04-08,IBM,127.73,128.78,127.27,128.01,3143309
2022-04-08,INTC,47.02,47.58,46.845,47.28,22167256
2022-04-08,JNJ,182.12,183.187,180.43,181.33,7144608
2022-04-08,JPM,133.49,133.9,131.49,131.67,13126938
2022-04-08,KO,63.83,64.04,63.16,63.48,12703466
2022-04-08,MCD,251.46,255.07,250.92,253.04,2551093
2022-04-08,MMM,149.81,151.65,149.38,151.0,2790528
2022-04-08,MRK,87.68,87.835,86.26,86.64,11409274
2022-04-08,MSFT,296.97,301.12,296.28,300.44,24361917
2022-04-08,NKE,128.15,129.925,127.88,129.44,4877432
2022-04-08,PG,159.21,159.63,158.03,158.81,6079347
2022-04-08,TRV,184.86,185.22,182.16,183.74,1120587
2022-04-08,UNH,545.96,548.97,538.1,539.0,3986655
2022-04-08,V,216.98,219.405,213.08,214.81,5438734
2022-04-08,VZ,53.53,53.68,52.5,52.73,24852226
2022-04-08,WBA,45.42,45.795,44.75,45.18,6164893
2022-04-08,WMT,157.41,158.41,156.21,156.91,7764845
2022-04-07,AAPL,172.14,173.36,169.85,171.16,77594650
2022-04-07,AMGN,251.64,252.73,249.02,249.2,2674431
2022-04-07,AXP,182.39,183.265,179.11,181.52,4062440
2022-04-07,BA,177.97,178.66,173.87,178.13,7517791
2022-04-07,CAT,214.87,215.28,212.54,214.43,2264585
2022-04-07,CRM,200.16,202.72,198.19,199.12,5245971
2022-04-07,CSCO,54.63,54.85,53.735,54.43,15738986
2022-04-07,CVX,167.1,167.7,163.42,165.1,8018385
2022-04-07,DIS,131.87,133.21,130.02,133.01,9858728
2022-04-07,GE,89.46,90.08,87.09,89.82,7097205
2022-04-07,GS,314.15,315.83,308.2,315.0,3562598
2022-04-07,HD,302.75,304.59,293.5901,296.79,5241024
2022-04-07,HON,192.7,193.5995,188.44,192.5,2201507
2022-04-07,IBM,128.55,129.2499,126.73,128.87,3538317
2022-04-07,INTC,47.56,47.91,46.77,47.425,24116972
2022-04-07,JNJ,181.76,182.95,180.23,181.67,7385179
2022-04-07,JPM,131.09,131.92,128.73,130.95,12994231
2022-04-07,KO,63.44,63.67,62.711,63.13,13960823
2022-04-07,MCD,254.36,255.475,249.54,250.79,4041798
2022-04-07,MMM,149.95,150.47,147.56,149.39,2198961
2022-04-07,MRK,86.8,87.11,84.96,85.75,13104254
2022-04-07,MSFT,301.37,303.65,296.35,296.66,31411155
2022-04-07,NKE,129.38,129.98,127.09,127.43,5320528
2022-04-07,PG,157.97,158.5,156.09,156.99,6928379
2022-04-07,TRV,182.09,182.8,180.08,182.25,874756
2022-04-07,UNH,536.95,538.28,528.39,530.0,2866953
2022-04-07,V,216.15,218.68,213.68,218.31,6995062
2022-04-07,VZ,52.67,52.98,52.04,52.45,22790553
2022-04-07,WBA,45.11,45.21,43.695,44.43,9526359
2022-04-07,WMT,156.54,157.54,154.44,155.1,9029354
2022-04-06,AAPL,171.83,173.63,170.13,172.36,89058782
2022-04-06,AMGN,249.93,251.455,244.85,244.85,3868987
2022-04-06,AXP,183.19,184.35,181.22,183.97,3152231
2022-04-06,BA,178.72,180.57,176.5802,180.4,8173868
2022-04-06,CAT,215.18,216.09,212.53,214.09,2796613
2022-04-06,CRM,200.82,205.465,198.08,205.21,7171285
2022-04-06,CSCO,54.37,54.76,53.8432,54.69,19644092
2022-04-06,CVX,164.81,167.01,164.33,164.83,9268988
2022-04-06,DIS,132.57,133.93,130.81,133.75,11679732
2022-04-06,GE,89.91,90.17,87.82,89.37,6576669
2022-04-06,GS,316.26,320.615,315.75,320.0,3151265
2022-04-06,HD,298.54,300.66,294.99,298.09,6499947
2022-04-06,HON,193.62,195.07,191.13,191.92,2942568
2022-04-06,IBM,129.39,129.515,127.25,127.78,3958057
2022-04-06,INTC,47.54,48.17,47.24,47.44,31518748
2022-04-06,JNJ,182.23,182.6,178.62,179.39,10330886
2022-04-06,JPM,131.49,132.56,130.96,131.58,12914733
2022-04-06,KO,63.1,63.26,62.3,62.77,19267420
2022-04-06,MCD,251.46,252.38,245.98,247.64,2885998
2022-04-06,MMM,150.3,150.39,147.0514,147.33,2705516
2022-04-06,MRK,84.97,85.555,84.12,84.36,13924319
2022-04-06,MSFT,299.5,307.0,296.71,305.19,40110372
2022-04-06,NKE,128.36,130.3017,126.325,130.05,6961044
2022-04-06,PG,155.96,156.41,153.08,153.55,8934583
2022-04-06,TRV,182.58,183.96,180.22,180.31,1021514
2022-04-06,UNH,531.75,533.5174,518.0,518.22,3955553
2022-04-06,V,219.01,222.87,218.62,222.78,7430023
2022-04-06,VZ,52.56,52.787,51.933,52.175,29010722
2022-04-06,WBA,44.31,44.76,43.0611,43.22,10504527
2022-04-06,WMT,154.99,155.42,150.4983,151.02,9339477
2022-04-05,AAPL,175.06,178.3,174.415,177.5,73401786
2022-04-05,AMGN,244.56,248.75,243.74,243.74,2181036
2022-04-05,AXP,184.88,190.3,184.28,186.96,2983154
2022-04-05,BA,182.65,192.35,182.52,189.7,9371632
2022-04-05,CAT,214.99,221.31,214.11,218.95,3599289
2022-04-05,CRM,210.14,218.27,208.67,218.0,7304637
2022-04-05,CSCO,54.92,55.59,54.665,55.2,16063610
2022-04-05,CVX,163.36,167.7228,163.1,165.03,9538219
2022-04-05,DIS,135.62,139.2,135.13,137.74,8694095
2022-04-05,GE,90.1,92.34,89.91,91.66,6720767
2022-04-05,GS,323.96,329.74,323.475,327.36,2573906
2022-04-05,HD,304.86,309.1,302.21,306.26,4376138
2022-04-05,HON,193.63,196.47,193.09,194.64,2293764
2022-04-05,IBM,128.89,131.23,128.66,129.85,3107181
2022-04-05,INTC,48.13,48.98,48.02,48.83,25779171
2022-04-05,JNJ,177.61,179.65,176.29,176.47,7446074
2022-04-05,JPM,133.34,135.4,133.01,134.07,12110267
2022-04-05,KO,62.47,63.235,62.37,62.4,15721234
2022-04-05,MCD,248.51,249.739,245.43,246.1,2532511
2022-04-05,MMM,148.9,150.63,148.51,148.65,2148618
2022-04-05,MRK,83.72,85.43,83.51,83.66,12040943
2022-04-05,MSFT,310.88,314.865,309.87,313.27,23156719
2022-04-05,NKE,132.3,134.68,132.02,134.04,5707771
2022-04-05,PG,153.76,156.49,152.68,152.75,7695954
2022-04-05,TRV,181.39,184.59,180.95,182.45,835425
2022-04-05,UNH,517.76,524.7299,508.0,510.0,3268601
2022-04-05,V,226.09,228.99,225.31,226.83,4657961
2022-04-05,VZ,52.145,52.264,51.503,51.572,23432517
2022-04-05,WBA,43.49,43.75,43.02,43.022,7911778
2022-04-05,WMT,151.47,153.33,150.88,150.88,6219269
2022-04-04,AAPL,178.44,178.49,174.44,174.57,76545983
